"IDX_REPORTE","FECHA_REPORTE_C","SEXO","ESTADO_CIVIL","NIVEL_EDUCATIVO","ESTADO","EDAD_C","EDAD_G","ESTADO_CIVIL_G","NIVEL_EDUCATIVO_G","ANIO_REPORTE","FLAG"
"01-002183-1","2021-08-24","Hombre","Union libre","Preparatoria","México",33,"Adultez","Relacion","Medio",2021,0
"01-002186-0","2019-03-10","Hombre","Soltera","Secundaria","Ciudad de México",16,"Adolescencia","Soltera","Medio",2019,0
"01-002190-0","2022-07-04","Hombre","Soltera","Primaria","Sinaloa",52,"Adultez","Soltera","Basico",2022,0
"01-002191-0","2022-09-13","Hombre","Casada","Secundaria","Oaxaca",41,"Adultez","Relacion","Medio",2022,0
"01-002193-0","2022-11-16","Hombre","Casada","Primaria","Guerrero",55,"Adultez","Relacion","Basico",2022,0
"01-002196-0","2020-06-07","Hombre","Union libre","Secundaria","Guanajuato",18,"Adolescencia","Relacion","Medio",2020,0
"01-002201-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",32,"Adultez","Soltera","Medio",NA,0
"01-002204-0","2023-03-23","Mujer","Soltera","Tecnico","México",38,"Adultez","Soltera","Desconocido",2023,0
"01-002208-0",NA,"Hombre","Union libre","Primaria","Portal",30,"Juventud","Relacion","Basico",NA,0
"01-002209-0","2021-05-07","Hombre","Soltera","Primaria","México",28,"Juventud","Soltera","Basico",2021,0
"01-002219-0",NA,"Hombre","Divorciada","Secundaria","Portal",49,"Adultez","Separada/Divorciada","Medio",NA,0
"01-002248-0","2020-09-09","Mujer","Soltera","Secundaria","Ciudad de México",13,"Adolescencia","Soltera","Medio",2020,0
"01-002256-0","2022-09-16","Mujer","Union libre","Secundaria","Ciudad de México",33,"Adultez","Relacion","Medio",2022,0
"01-002269-0",NA,"Hombre","Soltera","Preparatoria","Portal",25,"Juventud","Soltera","Medio",NA,0
"01-002272-0","2022-11-10","Hombre","Union libre","Secundaria","Michoacán de Ocampo",28,"Juventud","Relacion","Medio",2022,0
"01-002279-0","2019-09-18","Hombre","Soltera","Primaria","Sinaloa",50,"Adultez","Soltera","Basico",2019,0
"01-002309-0",NA,"Hombre","Casada","Secundaria","Portal",79,"Adultez Mayor","Relacion","Medio",NA,0
"01-002328-0","2023-06-06","Hombre","Soltera","Secundaria","Hidalgo",22,"Juventud","Soltera","Medio",2023,0
"01-002329-0","2019-11-16","Hombre","Soltera","Secundaria","Ciudad de México",28,"Juventud","Soltera","Medio",2019,0
"01-002334-0","2018-09-08","Hombre","Casada","Preparatoria","Sinaloa",33,"Adultez","Relacion","Medio",2018,0
"01-002339-0","2022-06-30","Hombre","Soltera","Primaria","Sinaloa",40,"Adultez","Soltera","Basico",2022,0
"01-002348-0","2022-12-05","Mujer","Soltera","Profesional tecnico","Ciudad de México",54,"Adultez","Soltera","Desconocido",2022,0
"01-002356-0",NA,"Hombre","Casada","Preparatoria","Portal",57,"Adultez","Relacion","Medio",NA,0
"01-002370-0","2020-06-10","Hombre","Soltera","Primaria","Ciudad de México",21,"Juventud","Soltera","Basico",2020,0
"01-002380-0","2020-02-29","Hombre","Soltera","Secundaria","Baja California Sur",51,"Adultez","Soltera","Medio",2020,0
"01-002394-0","2022-04-03","Hombre","Union libre","Sin escolaridad","Portal",58,"Adultez","Relacion","Desconocido",2022,0
"01-002395-0","2023-03-08","Hombre","Soltera","Preparatoria","Michoacán de Ocampo",36,"Adultez","Soltera","Medio",2023,0
"01-002395-1",NA,"Hombre","Soltera","Preparatoria","Portal",36,"Adultez","Soltera","Medio",NA,0
"01-002409-0","2022-12-13","Hombre","Soltera","Secundaria","Zacatecas",33,"Adultez","Soltera","Medio",2022,0
"01-002422-0","2020-07-08","Mujer","Soltera","Preparatoria","México",15,"Adolescencia","Soltera","Medio",2020,0
"01-002429-0",NA,"Hombre","Union libre","Primaria","Veracruz de Ignacio de la Llave",54,"Adultez","Relacion","Basico",NA,0
"01-002435-0","2023-04-23","Hombre","Union libre","Secundaria","Michoacán de Ocampo",45,"Adultez","Relacion","Medio",2023,0
"01-002475-0","2018-02-08","Hombre","Casada","Primaria","Guanajuato",32,"Adultez","Relacion","Basico",2018,0
"01-002480-0","2012-07-18","Mujer","Casada","Secundaria","México",21,"Juventud","Relacion","Medio",2012,0
"01-002481-0","2021-08-04","Hombre","Soltera","Secundaria","Guerrero",16,"Adolescencia","Soltera","Medio",2021,0
"01-002490-0",NA,"Hombre","Union libre","Preparatoria","Veracruz de Ignacio de la Llave",23,"Juventud","Relacion","Medio",NA,0
"01-002496-0",NA,"Hombre","Concubina","Secundaria","Guerrero",21,"Juventud","Relacion","Medio",NA,0
"01-002516-0","2021-10-08","Mujer","Soltera","Primaria","México",7,"Niñez","Soltera","Basico",2021,0
"01-002519-0",NA,"Mujer","Soltera","Preparatoria","Portal",27,"Juventud","Soltera","Medio",NA,0
"01-002523-0","2023-08-03","Hombre","Soltera","Secundaria","Chiapas",18,"Adolescencia","Soltera","Medio",2023,0
"01-002540-0","2023-03-26","Hombre","Union libre","Preparatoria","Nacional",35,"Adultez","Relacion","Medio",2023,0
"01-002540-1","2023-03-27","Hombre","Union libre","Preparatoria","México",35,"Adultez","Relacion","Medio",2023,0
"01-002541-0","2023-05-08","Hombre","Union libre","Primaria","Hidalgo",34,"Adultez","Relacion","Basico",2023,0
"01-002545-0",NA,"Hombre","Union libre","Secundaria","Portal",46,"Adultez","Relacion","Medio",NA,0
"01-002579-0","2011-05-11","Hombre","Soltera","Primaria","México",39,"Adultez","Soltera","Basico",2011,0
"01-002585-0","2020-11-07","Hombre","Casada","Secundaria","Portal",44,"Adultez","Relacion","Medio",2020,0
"01-002590-0",NA,"Hombre","Casada","Secundaria","Sinaloa",59,"Adultez","Relacion","Medio",NA,0
"01-002595-0","2022-06-21","Hombre","Soltera","Secundaria","Guerrero",19,"Juventud","Soltera","Medio",2022,0
"01-002597-0",NA,"Hombre","Soltera","Primaria","Portal",61,"Adultez Mayor","Soltera","Basico",NA,0
"01-002606-0","2022-09-28","Hombre","Concubina","Secundaria","Michoacán de Ocampo",27,"Juventud","Relacion","Medio",2022,0
"01-002607-0","2017-06-12","Hombre","Soltera","Secundaria","Sinaloa",22,"Juventud","Soltera","Medio",2017,0
"01-002647-0",NA,"Hombre","Casada","Secundaria","Guerrero",29,"Juventud","Relacion","Medio",NA,0
"01-002648-0","2019-03-28","Hombre","Soltera","Preparatoria","Ciudad de México",25,"Juventud","Soltera","Medio",2019,0
"01-002659-0","2021-01-22","Hombre","Soltera","Primaria","México",54,"Adultez","Soltera","Basico",2021,0
"01-002671-0",NA,"Mujer","Union libre","Secundaria","Portal",22,"Juventud","Relacion","Medio",NA,0
"01-002679-0","2022-04-21","Hombre","Soltera","Secundaria","Puebla",39,"Adultez","Soltera","Medio",2022,0
"01-002684-0","2021-01-14","Hombre","Union libre","Primaria","Colima",38,"Adultez","Relacion","Basico",2021,0
"01-002687-0","2018-06-23","Hombre","Soltera","Preparatoria","Sinaloa",25,"Juventud","Soltera","Medio",2018,0
"01-002689-0","2021-04-21","Hombre","Union libre","Secundaria","México",36,"Adultez","Relacion","Medio",2021,0
"01-002703-0","2020-06-02","Hombre","Union libre","Secundaria","México",25,"Juventud","Relacion","Medio",2020,0
"01-002705-0",NA,"Hombre","Union libre","Preparatoria","Portal",30,"Juventud","Relacion","Medio",NA,0
"01-002722-0","2021-12-13","Mujer","Soltera","Primaria","Puebla",36,"Adultez","Soltera","Basico",2021,0
"01-002729-0","2019-10-10","Hombre","Union libre","Primaria","Sinaloa",75,"Adultez Mayor","Relacion","Basico",2019,0
"01-002730-0","2018-12-02","Hombre","Union libre","Primaria","Guanajuato",43,"Adultez","Relacion","Basico",2018,0
"01-002736-0","2021-01-12","Hombre","Casada","Preparatoria","México",57,"Adultez","Relacion","Medio",2021,0
"01-002742-0",NA,"Hombre","Casada","Primaria","Portal",85,"Adultez Mayor","Relacion","Basico",NA,0
"01-002754-0","2020-03-29","Mujer","Casada","Secundaria","Guanajuato",46,"Adultez","Relacion","Medio",2020,0
"01-002755-0",NA,"Hombre","Union libre","Secundaria","Portal",33,"Adultez","Relacion","Medio",NA,0
"01-002757-0",NA,"Hombre","Casada","Preparatoria","Portal",29,"Juventud","Relacion","Medio",NA,0
"01-002763-0","2020-04-06","Hombre","Soltera","Primaria","Guanajuato",26,"Juventud","Soltera","Basico",2020,0
"01-002763-1",NA,"Hombre","Soltera","Primaria","Portal",26,"Juventud","Soltera","Basico",NA,0
"01-002770-0","2019-04-12","Mujer","Soltera","Preparatoria","Sinaloa",21,"Juventud","Soltera","Medio",2019,0
"01-002773-0",NA,"Hombre","Casada","Secundaria","Nacional",38,"Adultez","Relacion","Medio",NA,0
"01-002786-0","2022-05-08","Hombre","Casada","Secundaria","Michoacán de Ocampo",50,"Adultez","Relacion","Medio",2022,0
"01-002801-0",NA,"Hombre","Soltera","Maternal","Nuevo León",1,"Niñez","Soltera","Desconocido",NA,0
"01-002808-0","2020-03-04","Hombre","Union libre","Secundaria","Guanajuato",41,"Adultez","Relacion","Medio",2020,0
"01-002816-0","2019-11-06","Hombre","Union libre","Secundaria","Sinaloa",30,"Juventud","Relacion","Medio",2019,0
"01-002817-0","2020-11-28","Mujer","Soltera","Secundaria","Ciudad de México",16,"Adolescencia","Soltera","Medio",2020,0
"01-002822-0","2020-10-16","Hombre","Casada","Secundaria","México",41,"Adultez","Relacion","Medio",2020,0
"01-002828-0",NA,"Mujer","Soltera","Secundaria","Portal",19,"Juventud","Soltera","Medio",NA,0
"01-002830-0","2021-04-19","Hombre","Soltera","Primaria","México",68,"Adultez Mayor","Soltera","Basico",2021,0
"01-002847-0",NA,"Hombre","Concubina","Preparatoria","Guerrero",29,"Juventud","Relacion","Medio",NA,0
"01-002848-0",NA,"Hombre","Soltera","Preparatoria","Ciudad de México",36,"Adultez","Soltera","Medio",NA,0
"01-002860-0","2023-03-11","Hombre","Soltera","Licenciatura","Zacatecas",28,"Juventud","Soltera","Superior",2023,0
"01-002863-0","2022-09-07","Hombre","Divorciada","Sin escolaridad","Guerrero",53,"Adultez","Separada/Divorciada","Desconocido",2022,0
"01-002878-0",NA,"Hombre","Casada","Secundaria","Veracruz de Ignacio de la Llave",36,"Adultez","Relacion","Medio",NA,0
"01-002880-0","2023-07-24","Hombre","Casada","Primaria","Guerrero",68,"Adultez Mayor","Relacion","Basico",2023,0
"01-002886-0","2021-09-22","Mujer","Soltera","Preparatoria","Michoacán de Ocampo",34,"Adultez","Soltera","Medio",2021,0
"01-002890-0",NA,"Hombre","Soltera","Preparatoria","Portal",35,"Adultez","Soltera","Medio",NA,0
"01-002896-0",NA,"Mujer","Soltera","Secundaria","Ciudad de México",33,"Adultez","Soltera","Medio",NA,0
"01-002897-0","2021-06-21","Mujer","Soltera","Primaria","Guerrero",28,"Juventud","Soltera","Basico",2021,0
"01-002901-0","2023-04-13","Hombre","Casada","Preparatoria","Zacatecas",55,"Adultez","Relacion","Medio",2023,0
"01-002903-0",NA,"Mujer","Soltera","Licenciatura","Chihuahua",25,"Juventud","Soltera","Superior",NA,0
"01-002917-0",NA,"Hombre","Casada","Licenciatura","Sinaloa",39,"Adultez","Relacion","Superior",NA,0
"01-002926-0",NA,"Mujer","Soltera","Secundaria","Portal",28,"Juventud","Soltera","Medio",NA,0
"01-002929-0","2021-09-11","Mujer","Soltera","Preparatoria","Guerrero",62,"Adultez Mayor","Soltera","Medio",2021,0
"01-002930-0",NA,"Hombre","Soltera","Primaria","Portal",23,"Juventud","Soltera","Basico",NA,0
"01-002932-0",NA,"Mujer","Soltera","Preparatoria","Portal",43,"Adultez","Soltera","Medio",NA,0
"01-002948-0","2020-07-26","Hombre","Soltera","Secundaria","Ciudad de México",42,"Adultez","Soltera","Medio",2020,0
"01-002971-0","2023-03-14","Hombre","Divorciada","Primaria","Querétaro",43,"Adultez","Separada/Divorciada","Basico",2023,0
"01-002972-0",NA,"Mujer","Soltera","Preparatoria","Portal",18,"Adolescencia","Soltera","Medio",NA,0
"01-002983-1","2022-12-05","Hombre","Soltera","Secundaria","Michoacán de Ocampo",20,"Juventud","Soltera","Medio",2022,0
"01-002984-0","2022-08-29","Hombre","Soltera","Preparatoria","Guerrero",17,"Adolescencia","Soltera","Medio",2022,0
"01-002997-0","2020-02-04","Hombre","Soltera","Secundaria","Guanajuato",42,"Adultez","Soltera","Medio",2020,0
"01-003005-0",NA,"Hombre","Casada","Preparatoria","Portal",46,"Adultez","Relacion","Medio",NA,0
"01-003010-0",NA,"Mujer","Soltera","Secundaria","Veracruz de Ignacio de la Llave",20,"Juventud","Soltera","Medio",NA,0
"01-003019-0",NA,"Mujer","Soltera","Secundaria","Veracruz de Ignacio de la Llave",16,"Adolescencia","Soltera","Medio",NA,0
"01-003057-0",NA,"Mujer","Concubina","Secundaria","Portal",42,"Adultez","Relacion","Medio",NA,0
"01-003066-0","2019-03-19","Mujer","Casada","Preparatoria","Ciudad de México",26,"Juventud","Relacion","Medio",2019,0
"01-003104-0","2019-01-30","Hombre","Casada","Primaria","Sinaloa",42,"Adultez","Relacion","Basico",2019,0
"01-003119-0",NA,"Hombre","Soltera","Preescolar","Portal",26,"Juventud","Soltera","Basico",NA,0
"01-003121-0","2022-12-25","Hombre","Soltera","Secundaria","Ciudad de México",0,"Desconocida","Soltera","Medio",2022,0
"01-003155-0","2020-08-21","Hombre","Soltera","Secundaria","México",59,"Adultez","Soltera","Medio",2020,0
"01-003162-0","2018-06-01","Hombre","Soltera","Licenciatura","Sinaloa",24,"Juventud","Soltera","Superior",2018,0
"01-003173-0","2021-09-17","Mujer","Soltera","Primaria","México",28,"Juventud","Soltera","Basico",2021,0
"01-003176-0",NA,"Hombre","Soltera","Licenciatura","Sinaloa",28,"Juventud","Soltera","Superior",NA,0
"01-003191-0","2020-06-27","Hombre","Casada","Secundaria","Guerrero",49,"Adultez","Relacion","Medio",2020,0
"01-003199-0",NA,"Hombre","Casada","Secundaria","Veracruz de Ignacio de la Llave",24,"Juventud","Relacion","Medio",NA,0
"01-003203-0",NA,"Mujer","Concubina","Secundaria","Ciudad de México",34,"Adultez","Relacion","Medio",NA,0
"01-003206-0",NA,"Hombre","Casada","Primaria","Veracruz de Ignacio de la Llave",43,"Adultez","Relacion","Basico",NA,0
"01-003207-0","2022-04-25","Hombre","Soltera","Sin escolaridad","Guerrero",44,"Adultez","Soltera","Desconocido",2022,0
"01-003217-0","2018-05-03","Hombre","Soltera","Primaria","Sinaloa",34,"Adultez","Soltera","Basico",2018,0
"01-003231-0","2019-02-23","Hombre","Soltera","Secundaria","Ciudad de México",16,"Adolescencia","Soltera","Medio",2019,0
"01-003238-0","2019-02-21","Hombre","Casada","Primaria","Ciudad de México",59,"Adultez","Relacion","Basico",2019,0
"01-003241-0","2023-03-25","Hombre","Soltera","Licenciatura","Guerrero",40,"Adultez","Soltera","Superior",2023,0
"01-003247-0","2023-01-13","Hombre","Casada","Secundaria","Puebla",28,"Juventud","Relacion","Medio",2023,0
"01-003251-0","2019-09-12","Hombre","Soltera","Secundaria","Sinaloa",22,"Juventud","Soltera","Medio",2019,0
"01-003253-0","2023-07-31","Mujer","Soltera","Preparatoria","Michoacán de Ocampo",22,"Juventud","Soltera","Medio",2023,0
"01-003256-0",NA,"Hombre","Soltera","Sin escolaridad","Veracruz de Ignacio de la Llave",32,"Adultez","Soltera","Desconocido",NA,0
"01-003258-0",NA,"Mujer","Soltera","Secundaria","Portal",13,"Adolescencia","Soltera","Medio",NA,0
"01-003262-0","2021-11-30","Hombre","Soltera","Secundaria","Guerrero",24,"Juventud","Soltera","Medio",2021,0
"01-003277-0",NA,"Hombre","Union libre","Secundaria","Chihuahua",42,"Adultez","Relacion","Medio",NA,0
"01-003289-0","2019-06-10","Hombre","Viuda","Primaria","Sinaloa",39,"Adultez","Desconocido","Basico",2019,0
"01-003292-0","2020-11-07","Mujer","Soltera","Preparatoria","Ciudad de México",15,"Adolescencia","Soltera","Medio",2020,0
"01-003297-0","2023-07-05","Hombre","Casada","Secundaria","Michoacán de Ocampo",50,"Adultez","Relacion","Medio",2023,0
"01-003298-0","2021-11-27","Mujer","Soltera","Primaria","Guerrero",14,"Adolescencia","Soltera","Basico",2021,0
"01-003303-0","2019-03-25","Hombre","Soltera","Licenciatura","Sinaloa",30,"Juventud","Soltera","Superior",2019,0
"01-003309-0",NA,"Hombre","Casada","Licenciatura","Portal",38,"Adultez","Relacion","Superior",NA,0
"01-003312-0","2021-12-22","Hombre","Casada","Preparatoria","Oaxaca",38,"Adultez","Relacion","Medio",2021,0
"01-003315-0",NA,"Hombre","Concubina","Secundaria","Portal",41,"Adultez","Relacion","Medio",NA,0
"01-003328-0","2020-11-23","Hombre","Soltera","Preparatoria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2020,0
"01-003330-0",NA,"Hombre","Union libre","Primaria","Portal",20,"Juventud","Relacion","Basico",NA,0
"01-003344-0","2018-08-28","Hombre","Union libre","Secundaria","Guanajuato",29,"Juventud","Relacion","Medio",2018,0
"01-003346-0","2022-12-12","Hombre","Union libre","Primaria","Sonora",44,"Adultez","Relacion","Basico",2022,0
"01-003351-0","2021-11-30","Hombre","Union libre","Primaria","Sonora",22,"Juventud","Relacion","Basico",2021,0
"01-003354-0","2020-02-01","Hombre","Casada","Secundaria","Baja California Sur",30,"Juventud","Relacion","Medio",2020,0
"01-003360-0","2021-01-11","Hombre","Casada","Primaria","México",81,"Adultez Mayor","Relacion","Basico",2021,0
"01-003372-0",NA,"Hombre","Union libre","Primaria","Portal",25,"Juventud","Relacion","Basico",NA,0
"01-003375-0",NA,"Hombre","Casada","Preparatoria","Portal",48,"Adultez","Relacion","Medio",NA,0
"01-003377-0","2020-06-15","Hombre","Soltera","Preparatoria","Baja California Sur",29,"Juventud","Soltera","Medio",2020,0
"01-003380-0","2023-03-23","Mujer","Soltera","Preparatoria","México",20,"Juventud","Soltera","Medio",2023,0
"01-003385-0",NA,"Hombre","Soltera","Secundaria","Portal",34,"Adultez","Soltera","Medio",NA,0
"01-003406-0","2023-03-11","Hombre","Casada","Secundaria","Zacatecas",39,"Adultez","Relacion","Medio",2023,0
"01-003409-0",NA,"Mujer","Soltera","Preparatoria","Portal",19,"Juventud","Soltera","Medio",NA,0
"01-003413-0","2022-07-21","Hombre","Soltera","Preparatoria","Oaxaca",21,"Juventud","Soltera","Medio",2022,0
"01-003434-0",NA,"Hombre","Concubina","Secundaria","Quintana Roo",33,"Adultez","Relacion","Medio",NA,0
"01-003439-0","2020-01-29","Mujer","Soltera","Secundaria","Michoacán de Ocampo",12,"Niñez","Soltera","Medio",2020,0
"01-003445-0","2023-07-14","Hombre","Soltera","Primaria","Michoacán de Ocampo",39,"Adultez","Soltera","Basico",2023,0
"01-003456-0","2010-12-07","Hombre","Soltera","Primaria","México",31,"Adultez","Soltera","Basico",2010,0
"01-003461-0","2020-03-17","Mujer","Soltera","Primaria","Guanajuato",28,"Juventud","Soltera","Basico",2020,0
"01-003468-0",NA,"Hombre","Casada","Preparatoria","Portal",37,"Adultez","Relacion","Medio",NA,0
"01-003487-0",NA,"Hombre","Casada","Secundaria","Ciudad de México",33,"Adultez","Relacion","Medio",NA,0
"01-003490-0","2010-11-24","Hombre","Soltera","Primaria","México",28,"Juventud","Soltera","Basico",2010,0
"01-003492-0",NA,"Hombre","Soltera","Primaria","Ciudad de México",10,"Niñez","Soltera","Basico",NA,0
"01-003499-0",NA,"Hombre","Soltera","Secundaria","Nacional",28,"Juventud","Soltera","Medio",NA,0
"01-003501-0","2023-04-18","Hombre","Union libre","Secundaria","Zacatecas",20,"Juventud","Relacion","Medio",2023,0
"01-003505-0","2023-03-11","Hombre","Concubina","Preparatoria","Zacatecas",23,"Juventud","Relacion","Medio",2023,0
"01-003508-0","2022-05-23","Hombre","Casada","Primaria","Guerrero",25,"Juventud","Relacion","Basico",2022,0
"01-003510-0","2021-07-07","Hombre","Soltera","Secundaria","Querétaro",22,"Juventud","Soltera","Medio",2021,0
"01-003529-0",NA,"Hombre","Union libre","Secundaria","Portal",33,"Adultez","Relacion","Medio",NA,0
"01-003534-0","2023-01-05","Mujer","Soltera","Secundaria","Ciudad de México",26,"Juventud","Soltera","Medio",2023,0
"01-003536-0",NA,"Mujer","Concubina","Secundaria","Portal",35,"Adultez","Relacion","Medio",NA,0
"01-003551-0",NA,"Hombre","Soltera","Primaria","Portal",19,"Juventud","Soltera","Basico",NA,0
"01-003564-0","2021-06-09","Mujer","Union libre","Secundaria","México",50,"Adultez","Relacion","Medio",2021,0
"01-003618-1","2019-05-31","Hombre","Casada","Primaria","Sinaloa",55,"Adultez","Relacion","Basico",2019,0
"01-003630-0",NA,"Mujer","Soltera","Preparatoria","Guerrero",26,"Juventud","Soltera","Medio",NA,0
"01-003656-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",26,"Juventud","Soltera","Medio",NA,0
